ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
17,1012.6,1016.1,1014.6,11/17/16 08:46,1011.1,11/17/16 13:41,25.7,30.3,11/17/16 13:36,22.9,11/17/16 05:22,19.4,69,54,11/17/16 14:42,3.1,50,10.0,50,11/17/16 00:08,0.0,0.0,0.0,,0.0,,10.0,92.5,16.45,23.0,3.5
18,1010.8,1014.3,1012.0,11/18/16 00:31,1009.0,11/18/16 14:02,25.0,30.1,11/18/16 12:51,22.4,11/18/16 05:27,19.1,70,55,11/18/16 12:22,1.4,120,6.0,60,11/18/16 12:14,1.0,7.9,0.5,11/18/16 19:25,0.5,11/18/16 18:35,2.4,22.2,9.85,25.0,-1.7
19,1010.4,1014.0,1012.4,11/19/16 09:05,1009.1,11/19/16 15:24,25.4,31.1,11/19/16 12:50,21.3,11/19/16 06:11,19.7,72,51,11/19/16 12:28,1.2,50,7.1,40,11/19/16 17:05,0.0,0.0,0.0,,0.0,,4.7,43.6,12.09,20.6,0.8
20,1011.5,1015.0,1014.1,11/20/16 10:02,1009.8,11/20/16 00:01,24.6,29.0,11/20/16 12:57,21.8,11/20/16 23:08,19.7,74,58,11/20/16 14:50,2.6,50,9.9,40,11/20/16 15:17,10.5,3.6,1.5,11/20/16 19:51,4.5,11/20/16 18:23,2.0,18.6,9.64,27.4,-3.4
21,1010.7,1014.2,1012.5,11/21/16 06:26,1008.7,11/21/16 14:15,22.7,24.3,11/21/16 16:00,20.8,11/21/16 06:21,19.8,84,75,11/21/16 17:45,1.6,50,11.4,50,11/21/16 00:20,19.5,8.5,2.5,11/21/16 02:12,6.0,11/21/16 11:00,0.0,0.0,5.06,21.0,-0.2
22,1012.0,1015.5,1014.9,11/22/16 22:34,1009.0,11/22/16 01:18,22.8,24.9,11/22/16 10:15,21.0,11/22/16 22:55,19.8,83,79,11/22/16 09:10,2.8,50,10.7,40,11/22/16 11:42,23.0,14.3,2.0,11/22/16 22:10,6.0,11/22/16 22:54,0.0,0.0,4.44,14.4,X
23,1015.5,1019.1,1018.1,11/23/16 22:52,1012.7,11/23/16 14:21,19.9,21.0,11/23/16 00:01,18.6,11/23/16 23:56,17.4,86,82,11/23/16 23:37,3.2,50,11.6,50,11/23/16 20:06,35.1,16.2,2.0,11/23/16 05:23,9.0,11/23/16 05:23,0.0,0.0,3.50,7.6,-3.0
24,1017.2,1020.8,1019.1,11/24/16 08:41,1015.7,11/24/16 23:44,18.6,20.0,11/24/16 10:56,17.6,11/24/16 05:22,15.5,82,77,11/24/16 11:36,4.1,60,13.6,50,11/24/16 13:16,0.5,3.5,0.5,11/24/16 08:10,0.5,11/24/16 07:40,0.1,0.9,8.23,14.6,-0.1
25,1014.0,1017.6,1016.0,11/25/16 01:07,1012.1,11/25/16 15:04,21.4,24.1,11/25/16 11:32,19.0,11/25/16 00:01,17.8,80,75,11/25/16 09:54,5.2,50,14.2,50,11/25/16 17:23,0.0,0.0,0.0,,0.0,,1.7,15.9,10.56,19.4,2.4
26,1011.6,1015.1,1014.7,11/26/16 23:56,1009.4,11/26/16 04:36,23.1,29.4,11/26/16 11:27,19.1,11/26/16 23:57,18.9,77,60,11/26/16 11:20,2.0,60,12.4,310,11/26/16 13:43,3.2,6.2,0.8,11/26/16 23:40,1.6,11/26/16 23:00,2.9,27.1,7.95,23.0,-0.6
27,1015.3,1018.9,1018.0,11/27/16 21:35,1012.9,11/27/16 14:53,18.9,19.6,11/27/16 11:24,18.3,11/27/16 19:03,16.2,85,72,11/27/16 23:57,2.1,50,9.8,50,11/27/16 23:43,10.5,13.9,1.5,11/27/16 09:09,3.5,11/27/16 08:39,0.0,0.0,2.14,12.2,-0.1
28,1019.5,1023.1,1021.5,11/28/16 09:03,1016.9,11/28/16 01:49,19.9,21.9,11/28/16 13:54,18.7,11/28/16 04:53,12.6,63,57,11/28/16 20:27,4.6,50,14.9,70,11/28/16 15:00,0.0,0.0,0.0,,0.0,,1.1,10.3,7.84,12.4,5.1
29,1019.8,1023.4,1021.3,11/29/16 09:46,1018.2,11/29/16 14:40,21.1,24.1,11/29/16 11:47,19.3,11/29/16 00:30,14.6,66,60,11/29/16 11:43,4.4,60,14.7,50,11/29/16 13:08,T,2.8,T,11/29/16 21:10,T,11/29/16 21:10,1.3,12.2,8.97,17.0,-1.7
30,1017.5,1021.0,1019.0,11/30/16 00:15,1015.1,11/30/16 15:18,22.6,25.1,11/30/16 11:00,20.5,11/30/16 00:20,18.0,76,68,11/30/16 10:59,3.2,50,9.3,50,11/30/16 13:12,T,8.1,T,11/30/16 00:01,T,11/30/16 00:01,0.0,0.0,7.36,22.0,-0.8
