區域別,村里,全名,latitude,longitude
臺北市信義區,黎順里,臺北市信義區黎順里,25.0243733,121.5573373
臺北市信義區,黎平里,臺北市信義區黎平里,25.0223046,121.556267
臺北市信義區,黎忠里,臺北市信義區黎忠里,25.0203068,121.559121
臺北市信義區,黎安里,臺北市信義區黎安里,25.0111663,121.5669693
臺北市大安區,,臺北市大安區,25.0261583,121.5427093
臺北市大安區,德安里,臺北市大安區德安里,25.0349287,121.5477044
臺北市大安區,仁慈里,臺北市大安區仁慈里,25.0356006,121.5448501
臺北市大安區,和安里,臺北市大安區和安里,25.0357773,121.5412821
臺北市大安區,民炤里,臺北市大安區民炤里,25.0352993,121.5348594
臺北市大安區,仁愛里,臺北市大安區仁愛里,25.039738,121.5469909
臺北市大安區,義村里,臺北市大安區義村里,25.0392606,121.5405685
臺北市大安區,民輝里,臺北市大安區民輝里,25.0397731,121.535573
臺北市大安區,昌隆里,臺北市大安區昌隆里,25.043575,121.5391412
臺北市大安區,誠安里,臺北市大安區誠安里,25.0429031,121.5419957
臺北市大安區,光武里,臺北市大安區光武里,25.0432212,121.5462773
臺北市大安區,龍坡里,臺北市大安區龍坡里,25.023699,121.5334321
臺北市大安區,龍泉里,臺北市大安區龍泉里,25.025449,121.5302205
臺北市大安區,古風里,臺北市大安區古風里,25.0220534,121.52915
臺北市大安區,古莊里,臺北市大安區古莊里,25.0240509,121.5262952
臺北市大安區,龍安里,臺北市大安區龍安里,25.0280135,121.5320047
臺北市大安區,錦安里,臺北市大安區錦安里,25.0276942,121.5277226
臺北市大安區,福住里,臺北市大安區福住里,25.0319922,121.5320047
臺北市大安區,永康里,臺北市大安區永康里,25.031817,121.528373
臺北市大安區,光明里,臺北市大安區光明里,25.0336709,121.5248678
臺北市大安區,錦泰里,臺北市大安區錦泰里,25.0310182,121.5248678
臺北市大安區,錦華里,臺北市大安區錦華里,25.0283656,121.5248678
臺北市大安區,龍圖里,臺北市大安區龍圖里,25.0309678,121.5419957
臺北市大安區,新龍里,臺北市大安區新龍里,25.0292347,121.539498
臺北市大安區,龍陣里,臺北市大安區龍陣里,25.0279,121.5423525
臺北市大安區,龍雲里,臺北市大安區龍雲里,25.0299602,121.5462773
臺北市大安區,龍生里,臺北市大安區龍生里,25.0257514,121.5402117
臺北市大安區,住安里,臺北市大安區住安里,25.0322765,121.5477044
臺北市大安區,義安里,臺北市大安區義安里,25.0316047,121.5505587
臺北市大安區,通化里,臺北市大安區通化里,25.0315868,121.556267
臺北市大安區,通安里,臺北市大安區通安里,25.0309328,121.5534129
臺北市大安區,臨江里,臺北市大安區臨江里,25.0288553,121.5551967
臺北市大安區,法治里,臺北市大安區法治里,25.0269546,121.5534129
臺北市大安區,全安里,臺北市大安區全安里,25.0263004,121.5505587
臺北市大安區,群賢里,臺北市大安區群賢里,25.025646,121.5477044
臺北市大安區,群英里,臺北市大安區群英里,25.0270604,121.5459205
臺北市大安區,虎嘯里,臺北市大安區虎嘯里,25.0230734,121.5487748
臺北市大安區,臥龍里,臺北市大安區臥龍里,25.0223393,121.5448501
臺北市大安區,龍淵里,臺北市大安區龍淵里,25.0230108,121.5419957
臺北市大安區,龍門里,臺北市大安區龍門里,25.0318159,121.535573
臺北市大安區,大學里,臺北市大安區大學里,25.0200558,121.5320047
臺北市大安區,芳和里,臺北市大安區芳和里,25.020996,121.5505587
臺北市大安區,黎元里,臺北市大安區黎元里,25.0163461,121.5534129
臺北市大安區,黎孝里,臺北市大安區黎孝里,25.0170005,121.556267
臺北市大安區,黎和里,臺北市大安區黎和里,25.0125099,121.5612615
臺北市大安區,建安里,臺北市大安區建安里,25.0435392,121.5505587
臺北市大安區,建倫里,臺北市大安區建倫里,25.039561,121.5505587
臺北市大安區,敦安里,臺北市大安區敦安里,25.0355829,121.5505587
臺北市大安區,正聲里,臺北市大安區正聲里,25.0395429,121.556267
臺北市大安區,敦煌里,臺北市大安區敦煌里,25.0349109,121.5534129
臺北市大安區,華聲里,臺北市大安區華聲里,25.0435208,121.556267
臺北市大安區,車層里,臺北市大安區車層里,25.0404625,121.5537697
臺北市大安區,光信里,臺北市大安區光信里,25.0355649,121.556267
臺北市大安區,學府里,臺北市大安區學府里,25.0135679,121.5398548
臺北市中山區,,臺北市中山區,25.0792018,121.5427093
臺北市中山區,正守里,臺北市中山區正守里,25.0472525,121.52915
臺北市中山區,正義里,臺北市中山區正義里,25.050324,121.526807
臺北市中山區,正得里,臺北市中山區正得里,25.0499222,121.5234403
臺北市中山區,民安里,臺北市中山區民安里,25.0533262,121.521656
臺北市中山區,康樂里,臺北市中山區康樂里,25.0535652,121.5248678
臺北市中山區,中山里,臺北市中山區中山里,25.0562177,121.5248678
臺北市中山區,聚盛里,臺北市中山區聚盛里,25.0591177,121.5252246
臺北市中山區,集英里,臺北市中山區集英里,25.0638568,121.5205854
臺北市中山區,聚葉里,臺北市中山區聚葉里,25.0615227,121.5248678
臺北市中山區,恆安里,臺北市中山區恆安里,25.0638391,121.5262952
臺北市中山區,晴光里,臺北市中山區晴光里,25.065794,121.524942
臺北市中山區,圓山里,臺北市中山區圓山里,25.0716373,121.5241541
臺北市中山區,劍潭里,臺北市中山區劍潭里,25.0825265,121.5398548
臺北市中山區,大直里,臺北市中山區大直里,25.0874745,121.5469909
臺北市中山區,成功里,臺北市中山區成功里,25.0834768,121.5526993
臺北市中山區,永安里,臺北市中山區永安里,25.0786876,121.5477044
臺北市中山區,大佳里,臺北市中山區大佳里,25.072908,121.5412821
臺北市中山區,新喜里,臺北市中山區新喜里,25.0664735,121.5320047
臺北市中山區,新庄里,臺北市中山區新庄里,25.070293,121.5298637
臺北市中山區,新福里,臺北市中山區新福里,25.0638211,121.5320047
臺北市中山區,松江里,臺北市中山區松江里,25.0604967,121.5348594
臺北市中山區,新生里,臺北市中山區新生里,25.0615049,121.5305774
臺北市中山區,中庄里,臺北市中山區中庄里,25.0588525,121.5305774
臺北市中山區,行政里,臺北市中山區行政里,25.0644751,121.5348594
臺北市中山區,行仁里,臺北市中山區行仁里,25.065738,121.54103
臺北市中山區,行孝里,臺北市中山區行孝里,25.0667912,121.5362867
臺北市中山區,下埤里,臺北市中山區下埤里,25.0654466,121.5419957
臺北市中山區,江寧里,臺北市中山區江寧里,25.0614684,121.5419957
臺北市中山區,江山里,臺北市中山區江山里,25.0591524,121.5405685
臺北市中山區,中吉里,臺北市中山區中吉里,25.0545379,121.5320047
臺北市中山區,中原里,臺北市中山區中原里,25.0552099,121.52915
臺北市中山區,興亞里,臺北市中山區興亞里,25.0495691,121.5305774
臺北市中山區,中央里,臺北市中山區中央里,25.054829,121.534829
臺北市中山區,朱馥里,臺北市中山區朱馥里,25.0568363,121.5391412
臺北市中山區,龍洲里,臺北市中山區龍洲里,25.0562435,121.5430661
臺北市中山區,朱園里,臺北市中山區朱園里,25.0485613,121.5348594
臺北市中山區,埤頭里,臺北市中山區埤頭里,25.0456437,121.5402117
臺北市中山區,朱崙里,臺北市中山區朱崙里,25.0471379,121.539498
臺北市中山區,力行里,臺北市中山區力行里,25.0498696,121.5405685
臺北市中山區,復華里,臺北市中山區復華里,25.053848,121.5405685
臺北市中山區,金泰里,臺北市中山區金泰里,25.0788061,121.5612615
臺北市中山區,北安里,臺北市中山區北安里,25.0879492,121.5534129
臺北市中正區,,臺北市中正區,25.0421407,121.5198716
臺北市中正區,水源里,臺北市中正區水源里,25.012098,121.5320047
臺北市中正區,富水里,臺北市中正區富水里,25.014431,121.5277226
臺北市中正區,文盛里,臺北市中正區文盛里,25.0174912,121.5302205
臺北市中正區,林興里,臺北市中正區林興里,25.017397,121.524595
臺北市中正區,河堤里,臺北市中正區河堤里,25.022405,121.5220129
臺北市中正區,頂東里,臺北市中正區頂東里,25.0228125,121.5245109
臺北市中正區,網溪里,臺北市中正區網溪里,25.0217497,121.5191579
臺北市中正區,板溪里,臺北市中正區板溪里,25.0253933,121.5205854
臺北市中正區,螢圃里,臺北市中正區螢圃里,25.024738,121.5177304
臺北市中正區,螢雪里,臺北市中正區螢雪里,25.0240827,121.5148753
臺北市中正區,永功里,臺北市中正區永功里,25.0260801,121.5120202
臺北市中正區,永昌里,臺北市中正區永昌里,25.0267511,121.5091649
臺北市中正區,龍興里,臺北市中正區龍興里,25.0289885,121.5095218
臺北市中正區,忠勤里,臺北市中正區忠勤里,25.0289963,121.5066666
臺北市中正區,廈安里,臺北市中正區廈安里,25.031817,121.5059527
臺北市中正區,愛國里,臺北市中正區愛國里,25.0343023,121.5066666
臺北市中正區,南門里,臺北市中正區南門里,25.033549,121.510565
臺北市中正區,龍光里,臺北市中正區龍光里,25.0297239,121.5134477
臺北市中正區,南福里,臺北市中正區南福里,25.0283817,121.5191579
臺北市中正區,龍福里,臺北市中正區龍福里,25.0330321,121.5163029
臺北市中正區,新營里,臺北市中正區新營里,25.0320252,121.5205854
臺北市中正區,建國里,臺北市中正區建國里,25.0371871,121.5127339
臺北市中正區,光復里,臺北市中正區光復里,25.0449859,121.5105925
臺北市中正區,黎明里,臺北市中正區黎明里,25.0444742,121.5155891
臺北市中正區,梅花里,臺北市中正區梅花里,25.0452717,121.5262952
臺北市中正區,幸福里,臺北市中正區幸福里,25.042955,121.5248678
臺北市中正區,幸市里,臺北市中正區幸市里,25.0399497,121.5320047
臺北市中正區,東門里,臺北市中正區東門里,25.0378259,121.5212991
臺北市中正區,文北里,臺北市中正區文北里,25.0396308,121.5277226
臺北市中正區,文祥里,臺北市中正區文祥里,25.0359878,121.5262952
臺北市中正區,三愛里,臺北市中正區三愛里,25.0363067,121.5305774
臺北市大同區,,臺北市大同區,25.0627243,121.5113064
臺北市大同區,玉泉里,臺北市大同區玉泉里,25.050963,121.5077373
臺北市大同區,建明里,臺北市大同區建明里,25.050275,121.5163029
臺北市大同區,建功里,臺北市大同區建功里,25.0525205,121.5138046
臺北市大同區,建泰里,臺北市大同區建泰里,25.052256,121.5191579
臺北市大同區,永樂里,臺北市大同區永樂里,25.0546065,121.5091649
臺北市大同區,朝陽里,臺北市大同區朝陽里,25.0548458,121.512377
臺北市大同區,星明里,臺北市大同區星明里,25.0555803,121.5163029
臺北市大同區,光能里,臺北市大同區光能里,25.0549087,121.5191579
臺北市大同區,大有里,臺北市大同區大有里,25.0585857,121.5091649
臺北市大同區,延平里,臺北市大同區延平里,25.058825,121.512377
臺北市大同區,雙連里,臺北市大同區雙連里,25.0592235,121.5177304
臺北市大同區,南芳里,臺北市大同區南芳里,25.0622291,121.5105925
臺北市大同區,民權里,臺北市大同區民權里,25.0618761,121.5177304
臺北市大同區,景星里,臺北市大同區景星里,25.064425,121.5098246
臺北市大同區,隆和里,臺北市大同區隆和里,25.0645459,121.5120202
臺北市大同區,蓬萊里,臺北市大同區蓬萊里,25.0648646,121.5163029
臺北市大同區,國順里,臺北市大同區國順里,25.0678704,121.5091649
臺北市大同區,國慶里,臺北市大同區國慶里,25.0671986,121.5120202
臺北市大同區,揚雅里,臺北市大同區揚雅里,25.0674376,121.5152322
臺北市大同區,斯文里,臺北市大同區斯文里,25.0671813,121.5177304
臺北市大同區,鄰江里,臺北市大同區鄰江里,25.0701872,121.5105925
臺北市大同區,至聖里,臺北市大同區至聖里,25.0701698,121.5163029
臺北市大同區,老師里,臺北市大同區老師里,25.0749974,121.5098787
臺北市大同區,重慶里,臺北市大同區重慶里,25.0763061,121.5155891
臺北市大同區,文昌里,臺北市大同區文昌里,25.06606,121.515119
臺北市大同區,保安里,臺北市大同區保安里,25.0728224,121.5163029
臺北市萬華區,,臺北市萬華區,25.0262857,121.4970294
臺北市萬華區,福星里,臺北市萬華區福星里,25.0473193,121.5063096
臺北市萬華區,萬壽里,臺北市萬華區萬壽里,25.045002,121.504882
臺北市萬華區,西門里,臺北市萬華區西門里,25.0426846,121.5034543
臺北市萬華區,新起里,臺北市萬華區新起里,25.040687,121.5063096
臺北市萬華區,菜園里,臺北市萬華區菜園里,25.0423647,121.4991711
臺北市萬華區,青山里,臺北市萬華區青山里,25.0387205,121.4977433
臺北市萬華區,富民里,臺北市萬華區富民里,25.0380496,121.5005988
臺北市萬華區,福音里,臺北市萬華區福音里,25.0377941,121.5030973
臺北市萬華區,仁德里,臺北市萬華區仁德里,25.0383695,121.504882
臺北市萬華區,富福里,臺北市萬華區富福里,25.0340699,121.5005988
臺北市萬華區,頂碩里,臺北市萬華區頂碩里,25.0310814,121.5020266
臺北市萬華區,雙園里,臺北市萬華區雙園里,25.0302019,121.500391
臺北市萬華區,新忠里,臺北市萬華區新忠里,25.0291716,121.5030973
臺北市萬華區,新和里,臺北市萬華區新和里,25.0277574,121.504882
臺北市萬華區,糖_里,臺北市萬華區糖_里,25.034912,121.499824
臺北市萬華區,和平里,臺北市萬華區和平里,25.0301052,121.4948878
臺北市萬華區,綠堤里,臺北市萬華區綠堤里,25.030947,121.492136
臺北市萬華區,華江里,臺北市萬華區華江里,25.0326129,121.4870345
臺北市萬華區,柳鄉里,臺北市萬華區柳鄉里,25.0372488,121.4898903
臺北市萬華區,日善里,臺北市萬華區日善里,25.0281079,121.4977433
臺北市萬華區,新安里,臺北市萬華區新安里,25.027296,121.501591
臺北市萬華區,忠德里,臺北市萬華區忠德里,25.0257099,121.4952447
臺北市萬華區,孝德里,臺北市萬華區孝德里,25.0232242,121.4945308
臺北市萬華區,和德里,臺北市萬華區和德里,25.0258046,121.4906043
臺北市萬華區,錦德里,臺北市萬華區錦德里,25.025134,121.4934599
臺北市萬華區,全德里,臺北市萬華區全德里,25.0242082,121.4988142
臺北市萬華區,保德里,臺北市萬華區保德里,25.0227213,121.4966725
臺北市萬華區,銘德里,臺北市萬華區銘德里,25.0210738,121.4923891
臺北市萬華區,榮德里,臺北市萬華區榮德里,25.0204899,121.495131
臺北市萬華區,壽德里,臺北市萬華區壽德里,25.0230419,121.5009558
臺北市萬華區,興德里,臺北市萬華區興德里,25.016664,121.4984572
臺北市萬華區,華中里,臺北市萬華區華中里,25.0153516,121.492746
臺北市萬華區,日祥里,臺北市萬華區日祥里,25.0208562,121.502734
臺北市萬華區,忠貞里,臺北市萬華區忠貞里,25.0249219,121.5022648
臺北市萬華區,凌霄里,臺北市萬華區凌霄里,25.0252578,121.5077484
臺北市萬華區,騰雲里,臺北市萬華區騰雲里,25.0221159,121.5063096
臺北市文山區,,臺北市文山區,24.9929212,121.57125
臺北市文山區,景行里,臺北市文山區景行里,24.991255,121.543258
臺北市文山區,景東里,臺北市文山區景東里,24.9928275,121.5462773
臺北市文山區,景美里,臺北市文山區景美里,24.9918523,121.5391412
臺北市文山區,景慶里,臺北市文山區景慶里,24.9945203,121.5334321
臺北市文山區,景仁里,臺北市文山區景仁里,24.9971575,121.5391412
臺北市文山區,景華里,臺北市文山區景華里,24.9948247,121.5434229
臺北市文山區,萬有里,臺北市文山區萬有里,24.999139,121.5419957
臺北市文山區,萬祥里,臺北市文山區萬祥里,25.002127,121.5405685
臺北市文山區,萬隆里,臺北市文山區萬隆里,25.0001455,121.537714
臺北市文山區,萬年里,臺北市文山區萬年里,25.0084388,121.5362867
臺北市文山區,萬和里,臺北市文山區萬和里,25.0021428,121.5348594
臺北市文山區,萬盛里,臺北市文山區萬盛里,25.0066011,121.5412821
臺北市文山區,興豐里,臺北市文山區興豐里,25.0011203,121.5448501
臺北市文山區,興光里,臺北市文山區興光里,25.0000804,121.560548
臺北市文山區,興家里,臺北市文山區興家里,24.9947761,121.560548
臺北市文山區,興得里,臺北市文山區興得里,24.9952878,121.5555535
臺北市文山區,興業里,臺北市文山區興業里,24.9996899,121.5523426
臺北市文山區,興安里,臺北市文山區興安里,24.9974612,121.5491316
臺北市文山區,興福里,臺北市文山區興福里,24.9968061,121.5462773
臺北市文山區,興旺里,臺北市文山區興旺里,25.0072396,121.5498451
臺北市文山區,興泰里,臺北市文山區興泰里,25.0067276,121.55484
臺北市文山區,興昌里,臺北市文山區興昌里,25.0067106,121.560548
臺北市文山區,試院里,臺北市文山區試院里,24.9866917,121.5469909
臺北市文山區,華興里,臺北市文山區華興里,24.9901592,121.5519858
臺北市文山區,明義里,臺北市文山區明義里,24.98781,121.561975
臺北市文山區,明興里,臺北市文山區明興里,24.9904622,121.561975
臺北市文山區,木柵里,臺北市文山區木柵里,24.9926024,121.5669693
臺北市文山區,木新里,臺北市文山區木新里,24.9857961,121.5705365
臺北市文山區,順興里,臺北市文山區順興里,24.9834962,121.563402
臺北市文山區,樟林里,臺北市文山區樟林里,24.9848385,121.557694
臺北市文山區,樟新里,臺北市文山區樟新里,24.9785433,121.556267
臺北市文山區,樟腳里,臺北市文山區樟腳里,24.9817547,121.5637587
臺北市文山區,萬芳里,臺北市文山區萬芳里,24.9990559,121.5705365
臺北市文山區,博嘉里,臺北市文山區博嘉里,25.0081244,121.5855176
臺北市文山區,萬興里,臺北市文山區萬興里,24.9975179,121.5855176
臺北市文山區,指南里,臺北市文山區指南里,24.9702946,121.5997835
臺北市文山區,老泉里,臺北市文山區老泉里,24.9750283,121.5683962
臺北市文山區,忠順里,臺北市文山區忠順里,24.9862281,121.5644722
臺北市文山區,萬美里,臺北市文山區萬美里,25.00123,121.5641155
臺北市文山區,政大里,臺北市文山區政大里,24.9855677,121.5912242
臺北市文山區,樟文里,臺北市文山區樟文里,24.9821862,121.557694
臺北市文山區,興邦里,臺北市文山區興邦里,25.0031015,121.5477044
臺北市文山區,樟樹里,臺北市文山區樟樹里,24.9828413,121.560548
臺北市南港區,,臺北市南港區,25.0312347,121.6111949
臺北市南港區,南港里,臺北市南港區南港里,25.0546587,121.6067139
臺北市南港區,中南里,臺北市南港區中南里,25.0468248,121.6069157
臺北市南港區,新富里,臺北市南港區新富里,25.0533299,121.6172567
臺北市南港區,三重里,臺北市南港區三重里,25.0580584,121.6154739
臺北市南港區,東新里,臺北市南港區東新里,25.05563,121.6004967
臺北市南港區,新光里,臺北市南港區新光里,25.0435423,121.598357
臺北市南港區,東明里,臺北市南港區東明里,25.052979,121.6004967
臺北市南港區,西新里,臺北市南港區西新里,25.0528421,121.5926508
臺北市南港區,玉成里,臺北市南港區玉成里,25.0513789,121.5848043
臺北市南港區,合成里,臺北市南港區合成里,25.0480747,121.5819509
臺北市南港區,成福里,臺北市南港區成福里,25.0434047,121.5905109
臺北市南港區,萬福里,臺北市南港區萬福里,25.0460762,121.5848043
臺北市南港區,鴻福里,臺北市南港區鴻福里,25.0434248,121.5848043
臺北市南港區,百福里,臺北市南港區百福里,25.0354508,121.5905109
臺北市南港區,聯成里,臺北市南港區聯成里,25.0476391,121.5880143
臺北市南港區,舊莊里,臺北市南港區舊莊里,25.0278254,121.6368663
臺北市南港區,中研里,臺北市南港區中研里,25.0428272,121.6126212
臺北市南港區,九如里,臺北市南港區九如里,25.0253005,121.6026364
臺北市南港區,仁福里,臺北市南港區仁福里,25.0374293,121.5933641
臺北市南港區,重陽里,臺北市南港區重陽里,25.0574712,121.5955039
臺北市內湖區,,臺北市內湖區,25.0689422,121.5909027
臺北市內湖區,西湖里,臺北市內湖區西湖里,25.082763,121.5669693
臺北市內湖區,西康里,臺北市內湖區西康里,25.0900858,121.5584075
臺北市內湖區,西安里,臺北市內湖區西安里,25.093369,121.5669693
臺北市內湖區,港墘里,臺北市內湖區港墘里,25.0780918,121.5755304
臺北市內湖區,港都里,臺北市內湖區港都里,25.0812377,121.5762438
臺北市內湖區,港富里,臺北市內湖區港富里,25.0832156,121.5790974
臺北市內湖區,港華里,臺北市內湖區港華里,25.0886972,121.5755304
臺北市內湖區,內湖里,臺北市內湖區內湖里,25.06929,121.588949
臺北市內湖區,湖濱里,臺北市內湖區湖濱里,25.0840253,121.5840909
臺北市內湖區,紫星里,臺北市內湖區紫星里,25.0788589,121.5919375
臺北市內湖區,大湖里,臺北市內湖區大湖里,25.0925629,121.6040629
臺北市內湖區,金龍里,臺北市內湖區金龍里,25.0858013,121.5962172
臺北市內湖區,金瑞里,臺北市內湖區金瑞里,25.1009649,121.5741036
臺北市內湖區,碧山里,臺北市內湖區碧山里,25.1022236,121.5912242
臺北市內湖區,紫雲里,臺北市內湖區紫雲里,25.0775115,121.5976437
臺北市內湖區,清白里,臺北市內湖區清白里,25.0814879,121.5976437
臺北市內湖區,葫洲里,臺北市內湖區葫洲里,25.0715139,121.6062025
臺北市內湖區,紫陽里,臺北市內湖區紫陽里,25.0780494,121.5869443
臺北市內湖區,瑞陽里,臺北市內湖區瑞陽里,25.0759139,121.5819509
臺北市內湖區,瑞光里,臺北市內湖區瑞光里,25.0735993,121.5805241
臺北市內湖區,五分里,臺北市內湖區五分里,25.0668416,121.6147607
臺北市內湖區,東湖里,臺北市內湖區東湖里,25.0701436,121.6176133
臺北市內湖區,樂康里,臺北市內湖區樂康里,25.0707949,121.6204658
臺北市內湖區,內溝里,臺北市內湖區內溝里,25.0968294,121.6140476
臺北市內湖區,週美里,臺北市內湖區週美里,25.0570181,121.5833776
臺北市內湖區,行善里,臺北市內湖區行善里,25.0547234,121.5762438
臺北市內湖區,石潭里,臺北市內湖區石潭里,25.0614689,121.5897976
臺北市內湖區,湖興里,臺北市內湖區湖興里,25.0705903,121.5876576
臺北市內湖區,湖元里,臺北市內湖區湖元里,25.0638455,121.5741036
臺北市內湖區,安湖里,臺北市內湖區安湖里,25.0708176,121.6147607
臺北市內湖區,秀湖里,臺北市內湖區秀湖里,25.0814656,121.6033497
臺北市內湖區,安泰里,臺北市內湖區安泰里,25.0819142,121.6154739
臺北市內湖區,金湖里,臺北市內湖區金湖里,25.0759843,121.6069157
臺北市內湖區,康寧里,臺北市內湖區康寧里,25.0754676,121.6119081
臺北市內湖區,明湖里,臺北市內湖區明湖里,25.0712444,121.6115515
臺北市內湖區,蘆洲里,臺北市內湖區蘆洲里,25.0614264,121.60121
臺北市內湖區,麗山里,臺北市內湖區麗山里,25.0822477,121.5719634
臺北市內湖區,寶湖里,臺北市內湖區寶湖里,25.0707265,121.5955039
臺北市內湖區,南湖里,臺北市內湖區南湖里,25.0672008,121.6076289
臺北市士林區,,臺北市士林區,25.0950492,121.5246077
臺北市士林區,仁勇里,臺北市士林區仁勇里,25.0890365,121.5262952
臺北市士林區,義信里,臺北市士林區義信里,25.0883828,121.5234403
臺北市士林區,福林里,臺北市士林區福林里,25.0928178,121.535573
臺北市士林區,福德里,臺北市士林區福德里,25.0926976,121.5220129
臺北市士林區,福志里,臺北市士林區福志里,25.0983,121.5320047
臺北市士林區,舊佳里,臺北市士林區舊佳里,25.0973296,121.5248678
臺北市士林區,福佳里,臺北市士林區福佳里,25.0968537,121.5184441
臺北市士林區,後港里,臺北市士林區後港里,25.0922212,121.5155891
